origine_dati,icona,link_icona,tipo,nome,data,data_intera,luogo,lat,lng,citta,regione,nazione,autori_evento,colori,colori_icona,morte,vittime,percentuale,descrizione,NAME
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Perahia",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Perahia"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Perla",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Perla"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Rachele",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Rachele"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Rachele",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Rachele"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Rachele",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Rachele"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Rachele",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Rachele"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Rachele",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Rachele"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Rachele",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Rachele"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Rebecca",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Rebecca"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Rebecca",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Rebecca"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Rebecca",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Rebecca"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Renata Reina",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Renata Reina"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Rica",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,rastrellamento,1,6.8399452804E-005,Auschwitz,"Alhadeff, Rica"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Rica",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,rastrellamento,1,6.8399452804E-005,Auschwitz,"Alhadeff, Rica"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Rica",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,rastrellamento,1,6.8399452804E-005,Auschwitz,"Alhadeff, Rica"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Rosa",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,rastrellamento,1,6.8399452804E-005,Auschwitz,"Alhadeff, Rosa"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Rosa",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,rastrellamento,1,6.8399452804E-005,Auschwitz,"Alhadeff, Rosa"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Rosa",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,rastrellamento,1,6.8399452804E-005,Auschwitz,"Alhadeff, Rosa"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Rosa",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,rastrellamento,1,6.8399452804E-005,Auschwitz,"Alhadeff, Rosa"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Rosetta",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,rastrellamento,1,6.8399452804E-005,Auschwitz,"Alhadeff, Rosetta"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Ruben",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Ruben"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Ruben",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,rastrellamento,1,6.8399452804E-005,Auschwitz,"Alhadeff, Ruben"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Sadok",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,rastrellamento,1,6.8399452804E-005,Auschwitz,"Alhadeff, Sadok"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Salomone",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Salomone"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Salomone",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Salomone"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Salvatore",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Salvatore"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Samuele",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Samuele"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Samuele",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Samuele"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Samuele",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Samuele"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Samuele Davide",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Samuele Davide"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Santo",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in viaggio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Santo"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Sara",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Sara"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Sara",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Sara"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Sara Rosa",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Sara Rosa"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Saul",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Saul"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Scemaria",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Scemaria"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Silvia",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Silvia"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Sofia",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Sofia"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Stella",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Stella"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Stella",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Stella"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Stella",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Stella"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Vida",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Vida"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Viola",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Viola"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Virginia",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Virginia"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Vittorio",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Vittorio"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Zimbul",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Zimbul"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhadeff, Zimbul",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhadeff, Zimbul"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhanà, Allegra",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhanà, Allegra"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhanà, Estrea",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhanà, Estrea"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhanà, Matilde",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhanà, Matilde"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhanà, Mosè",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhanà, Mosè"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Alhanà, Rosa",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Alhanà, Rosa"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Abramo Alberto",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,nn,"Almeleh, Abramo Alberto"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Alfredo",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Alfredo"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Bella",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in viaggio,1,6.8399452804E-005,Auschwitz,"Almeleh, Bella"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Bochor Samuele",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Bochor Samuele"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Bulissa",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Bulissa"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Caden",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Caden"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Donato",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Donato"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Estrea",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Estrea"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Fanny",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Fanny"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Fassana",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Fassana"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Giacobbe Giacomo",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Giacobbe Giacomo"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Hahamaci",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Hahamaci"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Haim",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Haim"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Luna",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Luna"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Matilde",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Matilde"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Mercada",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Mercada"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Miriam",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Miriam"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Miriam",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Miriam"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Rachele",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Rachele"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Raffaele",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Raffaele"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Rebecca",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Rebecca"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Sara",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Sara"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Almeleh, Sara",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Almeleh, Sara"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Amato, Alessandro",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Amato, Alessandro"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Amato, Aslan",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Amato, Aslan"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Amato, Caden",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,nn,"Amato, Caden"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Amato, Davide",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Amato, Davide"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Amato, Ester",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Amato, Ester"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Amato, Giacobbe",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Amato, Giacobbe"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Amato, Giacomo",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Amato, Giacomo"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Amato, Giuseppe",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Amato, Giuseppe"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Amato, Giuseppe Bochor",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Amato, Giuseppe Bochor"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Amato, Lea",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,rastrellamento,1,6.8399452804E-005,Auschwitz,"Amato, Lea"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Amato, Mardocheo",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Amato, Mardocheo"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Amato, Matilde",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Amato, Matilde"
cdec,user,https://img.icons8.com/ios-glyphs/30/000000/name.png,vittima della Shoah,"Amato, Michele",1944-07-23,23 luglio 1944,Rodi,36.2103,27.9603,Aegean,Aegean,Greece,nazisti,red,aliceblue,Morto/a in campo di sterminio,1,6.8399452804E-005,Auschwitz,"Amato, Michele"
