origine_dati,tipo,nome,data,data_intera,luogo,lat,lng,citta,regione,nazione,autori_evento,morte,vittime,descrizione
atlante_stragi,uccisione con armi da fuoco,CIMA RIPA GANDINO 11.07.1944,1944-07-11,11 luglio 1944,Cima Ripa,45.8115313,9.8994411,Bergamo,Lombardia,Italia,fascisti,punitivo,3,"Giovanni Cazzaniga “Maistrak”, originario della zona, e Tolmino Fontana “Magnanino”, da poche settimane membri  della 53a brigata Garibaldi “13 martiri”, recatisi alla trattoria Trani di Cima cadono in una  imboscata tesa loro da militi della 612ª Compagnia OP della GNR, spacciatisi per antifascisti in cerca di contatti con i partigiani. Cazzaniga è ucciso immediatamente mentre Fontana, ferito alla schiena, viene raggiunto in una via adiacente e finito con un colpo alla testa."
atlante_stragi,fucilazione,"cimitero, Fabriano, 02.05.1944",1944-05-02,2 maggio 1944,cimitero,43.4203913,13.0334812,Bergamo,Lombardia,Italia,fascisti,punitivo,3,"Il gruppo Lupo, di stanza a Poggio San Romualdo e a Lentino, per ragioni di sicurezza, a causa dell’intensificarsi dei rastrellamenti tedeschi, è costretto dal CLN a sciogliersi, malgrado la contrarietà del suo comandante, Bartolo Chiorri. Di essi, il 30 aprile 1944, Elvio Pigliapoco e Ivan Silvestrini cadono in un’imboscata e sono fatti prigionieri dal milite Amleto De Vitis dalle parti del paese di Melano. Il 2 maggio successivo, dopo essere stati vanamente interrogati, vengono fucilati a ridosso delle mura di cinta del cimitero di Santa Maria. A raccogliere le ultime parole di Silvestrini, paradossalmente, è don David Berrettini, il parroco di Marischio fucilato dai tedeschi il successivo 19 giugno. Prima di morire, ha la possibilità di scrivere la seguente coraggiosa lettera ai suoi genitori, tuttora conservata dalla sorella Giuliana: “Cara mamma e babbo caro, il destino mi è stato avverso, pazienza. Vengo fucilato, ma non tremo e, come non tremo io, non dovete neppure voi. Vado dallo zio che mi aspetta. Siate forti come lo sono io. Vi bacio tutti, un abbraccio particolare alla piccola Giuliana. Addio. Ivan”."
last_letters,partigiano,"Caslini, Andrea",1944-11-21,21 novembre 1944,Cimitero di Costa Volpino,45.827378,10.09756,Bergamo,Lombardia,Italia,fascisti,fucilazione,1,"Catturato coi suoi compagni della 53a Brigata Garibaldi alla Malga Lunga (BG) da un reparto fascista della Tagliamento, Andrea Caslini viene processato due giorni dopo l'arresto, il 19 novembre 1944, dal tribunale speciale della stessa legione fascista. Condannato a morte, viene fucilato il giorno 21 al cimitero di Costa Volpino, assieme ad altri 5 compagni."
last_letters,partigiano,"Galimberti, Guido",1944-11-21,21 novembre 1944,Cimitero di Costa Volpino,45.827378,10.09756,Bergamo,Lombardia,Italia,fascisti,fucilazione,1,"Catturato coi suoi compagni della 53a Brigata Garibaldi alla Malga Lunga (BG) da un reparto fascista della Tagliamento, Guido Galimberti viene processato due giorni dopo l'arresto, il 19 novembre 1944, dal tribunale speciale della stessa legione fascista. Condannato a morte, viene fucilato il giorno 21 al cimitero di Costa Volpino, assieme ad altri 5 compagni."
last_letters,partigiano,"Paglia, Giorgio",1944-11-21,21 novembre 1944,Cimitero di Costa Volpino,45.827378,10.09756,Bergamo,Lombardia,Italia,fascisti,fucilazione,1,"Catturato il 17 novembre 1944 da un reparto fascista della Tagliamento, mentre si trova alla Malga Lunga (BG) con la 53a Brigata Garibaldi, Giorgio Paglia viene processato due giorni dopo dal tribunale speciale della legione fascista e graziato, in virtù della Medaglia d'oro al valor militare concessa al padre, caduto in Etiopia. Ma Giorgio Paglia rifiuta, e condivide il destino dei suoi compagni, fucilati il 21 novembre al cimitero di Costa Volpino."
last_letters,partigiano,"Paglia, Giorgio",1944-11-21,21 novembre 1944,Cimitero di Costa Volpino,45.827378,10.09756,Bergamo,Lombardia,Italia,fascisti,fucilazione,1,"Catturato il 17 novembre 1944 da un reparto fascista della Tagliamento, mentre si trova alla Malga Lunga (BG) con la 53a Brigata Garibaldi, Giorgio Paglia viene processato due giorni dopo dal tribunale speciale della legione fascista e graziato, in virtù della Medaglia d'oro al valor militare concessa al padre, caduto in Etiopia. Ma Giorgio Paglia rifiuta, e condivide il destino dei suoi compagni, fucilati il 21 novembre al cimitero di Costa Volpino."
atlante_stragi,uccisione con armi da fuoco,"Cornalba, 25.11.1944",1944-11-25,25 novembre 1944,Cornalba,45.8524406,9.7419748,Bergamo,Lombardia,Italia,fascisti,rastrellamento,12,"I rastrellatori – circa una cinquantina di uomini – sono trasportati d due camion scoperti, ed iniziano a salire verso Cornalba all’alba del 25 novembre 1944. Sono militi della 612° compagnia OP, comandata da Aldo Resmini, che guida anche la spedizione contro la XXIV Maggio. All’altezza di Rosolo, i fascisti incrociano la prima “corriere” di linea, diretta verso Bergamo: obbligano a scendere tutti i passeggeri, e mentre li sottopongono ad una perquisizione, sopraggiunge l’altro autobus. La spia che li ha informati ha lavorato bene: sul pulman vi sono tre partigiani, Giuseppe Biava, Barnaba Chiesa, Antonio Ferrari. Identificati, due vengono uccisi a colpi di fucile sul posto, uno cerca la fuga, ma rimane ugualmente ucciso. Dopo questa prima azione, la colonna repubblichina si divide in due: alcuni militi salgono a piedi passando per Passoni, gli altri proseguono sui camion: tutte le vie di fuga vengono bloccate, Cornalba è come presa di assedio. Due mortai e due mitragliatrici, una piazzata sul campanile, iniziano una sorta di disperato tiro al bersaglio. Il comandante Ratti, che si è gettato in direzione del bosco, è ucciso da un colpo di mortaio; Gino Cometti, un giovane di diciassette anni, ferito è catturato e giustiziato sul posto; il tenente Franco Cortinovis, interrogato e percosso selvaggiamente, è finito a colpi di pistola dallo stesso Resmini.La mattanza non era ancora finita: le raffiche delle mitraglie colpirono altri – Pietro Cometti, fratello di Gino, Giuseppe Maffi, Battista Mancuso – che cercavano di mettersi in salvo fra le rocce. L’ultimo a morire è Peter, che è ucciso da un ufficiale fascista con due colpi di pistola alla nuca. Alle dodici la colonna lascia Cornalba con i prigionieri Egidio Bianchi, Giovanni Bianchi e Luigi Maver che si aggiungono a Lorenzo Carrara, catturato in precedenza a Senna. I quattro prigionieri verranno poi riconosciuti come amici e collaboratori dei partigiani, selvaggiamente torturati nella caserma della OP a Bergamo e incarcerati a S. Agata (Lorenzo Carrara morirà, causa le torture subite, due anni dopo).A Cornalba le salme vengono composte nella camera mortuaria del cimitero: è stata vietata ogni cerimonia e imposta la fossa comune. Pur con la paura di nuove azioni contro la popolazione, vengono fatte costruire delle bare e la commozione e la partecipazione nell’omaggio ai caduti è generale. Martedì 28 novembre si svolge la cerimonia funebre, che è controllata e difesa da un gruppo di partigiani in armi."
atlante_stragi,fucilazione,"Corti di Costa Volpino, 08.11.1944",1944-11-08,8 novembre 1944,Corti di Costa Volpino,45.8273141,10.090894,Bergamo,Lombardia,Italia,fascisti,rappresaglia,2,"L’8 novembre 1944, per rappresaglia in seguito al ferimento di un ufficiale e di due militi, reparti della Legione Tagliamento mettono a ferro e fuoco il paese di Corti (BG), uccidono Giuseppe Brogetti e ne gettano corpo nel fiume Oglio."
atlante_stragi,nn,"Dosso, Clusone, 03.03.1945",1945-03-03,3 marzo 1945,Dosso Cascì,45.8826437,9.9701026,Bergamo,Lombardia,Italia,fascisti,rastrellamento,2,"Ucciso da militi della compagnia GNR Macerata durante un rastrellamento in zona Dosso, comune di Clusone."
atlante_stragi,uccisione con armi da fuoco,DOSSO DI RANZANICO 27.04.1945,1945-04-27,27 aprile 1945,Dosso di Ranzanico,45.775193,9.93434,Bergamo,Lombardia,Italia,fascisti,ritirata,2,Ferita mortalmente a Ranzanico nelle giornate insurrezionali da non identificati fascisti che sparano indiscriminatamente contro case e persone.
atlante_stragi,uccisione con armi da fuoco,FIRENZE 14-17.07.1944,1944-07-14,14 luglio 1944,Firenze,43.7695604,11.2558136,Bergamo,Lombardia,Italia,fascisti,punitivo,2,"Il gappista Fanciullacci venne catturato il 23 aprile in piazza dello Spirito Santo a Firenze da alcuni parenti di Bruno Landi, detto “Pollastra, noto esponente fascista che era stato ferito due giorni prima e, pare, proprio da Fanciullacci. Condotto a “Villa Triste” fu torturato e interrogato per poi essere curato all’ospedale San Gallo con conseguente trasferimento al Santa Maria Muova sotto custodia dei fascisti. Qui venne liberato con un “colpo di mano” dai suoi compagni. I nazifascisti reagirono con fermezza attuando notevoli arresti, tanto da far quasi crollare l’intero apparato gappista. Bruno Fanciullacci venne così catturato, forse grazie a una delazione, una seconda volta in piazza Santa Croce il 14 luglio. Riportato a Villa Triste e sottoposto a torture della “Banda Carità”, tentò la fuga nonostante avesse le mani legate dietro la schiena. Insegutio dal piantone venne ucciso a colpi d’arma da fuoco il 17 luglio. In suo onore venne denominata la Brigata Garibaldi “Bruno Fanciullacci” che operava sul Monte Morello e che partecipò alla liberazione di Firenze."
atlante_stragi,uccisione con armi da fuoco,"Fondi di Schilpario, Schilpario, 28.04.1945",1945-04-28,28 aprile 1945,Fondi di Schilpario,46.0090833,10.1557251,Bergamo,Lombardia,Italia,fascisti,ritirata,13,"Il 28 aprile arriva a Schilpario la notizia che militi della Tagliamento, in fuga da Mortirolo e da varie località della Valcamonica, si stanno avvicinando al paese dal passo del Vivione. Venti uomini, fra cui molti civili, decidono di partire, intorno alle 20, su un camion in precedenza requisito a militari tedeschi, per andare loro incontro e disarmarli, convinti in maniera del tutto erronea che si sarebbe trattato quasi di un proforma. Arrivati sul posto, vengono però sorpresi dal fuoco nemico. Sei riescono in qualche modo a salvarsi, scappando o nascondendosi sotto il corpo di un compagno morto. Dieci muoiono sul campo. Due vengono ritrovati vivi dai primi soccorritori. Emilio Fantocci viene riportato in paese dove muore poco dopo, Giovanni Pizio sopravvive un po' di più: muore il primo maggio, dopo aver sentito le campane per i funerali dei suoi undici compagni. I militi infieriscono sui cadaveri, spogliandoli di ogni avere e danno il colpo di grazia ad alcuni dei feriti. Nel frattempo i repubblichini risalgono il passo del Vivione e tornano in Valcamonica, con l'obiettivo di raggiungere il fantomatico presidio in Valtellina, ma non trovando nessuno alcuni si arrendono, altri si sbandano. Diversi appena possono lasciano l'Italia. La notizia dell’eccidio raggiunge il Paese il mattino dopo."
atlante_stragi,nn,GROMO 10.07.1944,1944-07-11,11 luglio 1944,Gromo,45.9653812,9.9271649,Bergamo,Lombardia,Italia,fascisti,legato al controllo del territorio,2,"Sospettato di offrire assistenza a ex-prigionieri alleati evasi nei giorni seguenti l’8 settembre 1943 dal campo di concentramento della Grumellina (Bergamo), la sera del 10 luglio 1944 Locatelli viene fermato dal milite GNR Bruno Bolis mentre in bicicletta sta tornando dal lavoro. Dalla richiesta di informazioni sui prigionieri alleati nasce un acceso diverbio che si conclude con l’uccisione del Locatelli."
atlante_stragi,uccisione con armi da fuoco,GROMO 25-27.08.1944,1944-08-25,25 agosto 1944,Gromo,45.9653812,9.9271649,Bergamo,Lombardia,Italia,fascisti,punitivo,2,"Catturato con altri disertori dopo aver asportato alcune armi da una caserma bergamasca. Consegnato dalla GNR di Sarnico all’UPI di Bergamo, nel corso dell’interrogatorio viene ucciso con un colpo di pistola dal milite De Angelis."
cdec,vittima della Shoah,"Levi, Donatella",1944-02-23,23 febbraio 1944,Nembro,45.7441,9.76127,Bergamo,Lombardia,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz
cdec,vittima della Shoah,"Levi, Salvatore",1944-02-23,23 febbraio 1944,Nembro,45.7441,9.76127,Bergamo,Lombardia,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz
cdec,vittima della Shoah,"Viterbo, Margherita",1944-02-23,23 febbraio 1944,Nembro,45.7441,9.76127,Bergamo,Lombardia,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz
atlante_stragi,fucilazione,ORNICA 01.08.1944,1944-08-01,1 agosto 1944,Ornica,45.9888825,9.5794856,Bergamo,Lombardia,Italia,fascisti,punitivo,2,"Tassi (recte: Tassos, diminutivo di Anastasios) Papadopoulos è uno dei tanti ex prigionieri alleati fuggiti dal campo della Grumellina  dopo l’8 settembre 1943, molti dei quali collaborarono allo sconfinamento in Svizzera di molti loro compagni di prigionia. Intercettato da militi della 612ª compagnia OP della GNR mentre stava rientrando dalla Valtellina insieme a Tito Spini, e trovato in possesso di un’arma, fu fucilato sul posto, mentre Spini venne incarcerato a Bergamo."
atlante_stragi,uccisione con armi da fuoco,PETOSINO SORISOLE 25-27.09.1944,1944-09-25,25 settembre 1944,Petosino,45.733171,9.634408,Bergamo,Lombardia,Italia,fascisti,punitivo,6,"Nel settembre del ’44 i comandanti della formazione partigiana Brigata Fiamme Verdi “Valbrembo” decisero l’irruzione notturna nella Villa Masnada a Mozzo, occupata da un distaccamento di genieri tedeschi. L’obiettivo era quello di impossessarsi di armi e munizioni, vestiario e altro equipaggiamento militare, caricare il bottino su camion e allontanarsi rapidamente verso la Valle Imagna. Nella notte del 25 settembre 1944 scattava l’operazione alla quale parteciparono venti uomini guidati dal comandante della formazione don Antonio Milesi e dall’ufficiale degli Alpini Giovanni Leardini. Gli eventi si svolsero pero? in modo diverso dal previsto, soprattutto perche? non si trovo? alcun automezzo per il trasporto del bottino.Decisero quindi di allontanarsi verso nord con le armi trafugate in spalla. Fecero sosta verso mezzogiorno sul crinale dei colli che terminano al santuario di Sombreno. La zona pero? nel frattempo era stata completamente circondata dalla 612. Compagnia Op della GNR agli ordini di Aldo Resmini. Don Antonio Milesi diede ordine agli uomini con i documenti in regola di abbandonare le armi e trarsi in salvo. I partigiani Carlo Mazzola, Giovanni Mazzola e Francesco Roncelli furono comunque fermati e fucilati a Petosino.Con questi anche Albino Locatelli, in un primo momento risparmiato, ma poi giustiziato nei giorni successici. Poco dopo furono individuati i partigiani rimasti ed inizio? lo scontro a fuoco. I caduti furono cinque: Virginio Bonadeni, Mario Capelli, Tranquillo Milesi, Giuseppe Signori e Luciano Tironi. Altri dieci riuscirono a fuggire mescolandosi fra gli operai in uscita dall’azienda Gres. Il giorno successivo, 27 settembre 1944, la Op continuo? le operazioni di rastrellamento sui colli di Bruntino alla ricerca di nuclei della Brigata Fiamme Verdi “Valbrembo”. Lo stesso giorno, nella camera mortuaria del cimitero ove erano poste le salme, agenti dell’Ufficio Politico sorpresero Giuseppe Piazzalunga, civile, mentre esprimeva ad alta voce la sua indignazione. Fermato, tento? di fuggire. Gli spararono a bruciapelo ferendolo e trasportatolo in prossimita? della ferrovia lo finirono. Solamente il giorno successivo fu consentita la rimozione del corpo."
atlante_stragi,uccisione con armi da fuoco,"Pizzo Formico, Clusone, 29.08.1944",1944-08-29,29 agosto 1944,Pizzo Formico,45.8475,9.923889,Bergamo,Lombardia,Italia,fascisti,rastrellamento,2,"Renitente al bando di chiamata alle armi delle classi 1924-1925, sulle montagne insieme al fratello. Individuati il 29 agosto 1944 da un reparto della compagnia Macerata della GNR in operazione di rastrellamento, Alessandro Barzasi viene prima ferito e poi ucciso mentre il fratello riesce a sfuggire alla cattura."
atlante_stragi,fucilazione,"Poltragno, Lovere, 07-22.12.1943",1943-12-07,7 dicembre 1943,Poltragno,45.80735,10.06071,Bergamo,Lombardia,Italia,fascisti,rappresaglia,14,"Il 29 novembre 1943 Eraldo Locardi e la sua banda operarono insieme ad altri partigiani di Lovere (gli uomini del Gruppo Patrioti loveresi, guidati da Giovanni Brasi) un’operazione di autofinanziamento prelevando il denaro dagli uffici stabilimento dell’Ilva di Lovere, contemporaneamente attaccarono la sede del Fascio repubblicano e le due centrali telefoniche dello stesso paese. Nell’azione furono uccisi due notabili fascisti di Lovere: il podestà Paolo Rosa e il segretario del fascio di Lovere Giuseppe Cortesi. Il 7 dicembre 1943, circa 200 uomini (tedeschi e componenti la G.N.R.) risalgono la piccola valle che da Corti porta alle stalle di Ramello, fino ad arrivare ad una cascina appena fuori dalla frazione di Ceratello (loc. Ciar), che ospita il corpo di guardia del gruppo partigiani di Lovere, mentre il resto del gruppo è alloggiato nelle casine più in alto.I rastrellatori circondano la cascina e, senza sparare un colpo, grazie all’opera di una spia, catturano l’intero corpo di guardia composto da Piana, Guizzetti, Conti, Vender, Macario e Buffoli. La sorpresa ed il tradimento pongono i partigiani nella impossibilità di reagire. I fascisti ed i tedeschi proseguono quindi fino alle cascine ospitanti il grosso della formazione, ma senza alcun esito, poiché i partigiani, resisi conto della situazione e posti in allarme dai partigiani Tarzia e Corna, riescono a sganciarsi. Grazie alle informazioni della stessa spia, nei giorni seguenti vengono arrestati altri sette resistenti, allontanatisi dalla formazione per assolvere altri incarichi. Sono: Locardi, Lorenzini, Ravelli, Bessi Tognetti, Moioli e lo slavo Nikitsch.Tutti e tredici vengono tradotti nelle carceri di via Pignolo a Bergamo. Per alcuni giorni vengono sottoposti a torture. Il 22 dicembre 1943 vengono prelevati dal carcere e condotti a Lovere. Arrivati a Poltragno, sette partigiani vengono fatti scendere, condotti sulla strada che conduce a Sellere e fucilati alla presenza dei loro compagni. Gli esecutori, sghignazzando, scrivono sul muro bagnato di sangue “fuorilegge” e ripartono per Lovere per compiere la seconda strage. Gli altri sei, dopo che la direzione dell’Ilva si è opposta al tentativo di procedere alla fucilazione lungo il muro di cinta della fabbrica, vengono condotti nei pressi della pesa pubblica di Lovere (attuale Caserma dei Carabinieri) e lì fucilati di fronte al alcuni cittadini inorriditi."
cdec,vittima della Shoah,"Menasci, Roberto Raffaello",1943-11-01,1 novembre 1943,Ponte San Pietro,45706,9.5905,Bergamo,Lombardia,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz
atlante_stragi,fucilazione,REDORTA VALBONDIONE 15.03.1945,1945-03-15,15 marzo 1945,Redorta e Valbondione,46.0403034,10.0152397,Bergamo,Lombardia,Italia,fascisti,punitivo,4,"In seguito a delazione, militi della Legione Tagliamento scoprono una radio rice-trasmittente della Organizzazione della Resistenza Italiana (ORI) nascosta nella centrale idroelettrica a Valbondione (Valle Seriana) e catturano gli operatori Aldo Campanella e Giovanni Bono, ferito durante la cattura, e l’ex carabiniere Cristoforo Moraschini, ucciso mentre tenta la fuga in località Redorta. Dopo essere stati brutalmente picchiati, Bono e Campanella vengono portati su un carretto sul piazzale della centrale elettrica Dossi e fucilati davanti a tutta la popolazione del paese, radunata perché assista all’esecuzione."
cdec,vittima della Shoah,"Schrecker, Erwin",1943-11-30,30 novembre 1943,San Giovanni Bianco,45.87342,9.6542,Bergamo,Lombardia,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz
atlante_stragi,nn,"Spirano, 20.07.1944",1944-07-20,20 luglio 1944,Spirano,45.5814501,9.6679688,Bergamo,Lombardia,Italia,fascisti,rastrellamento,2,"Sfuggito a una operazione di ricerca di nove indiziati di favoreggiamento ai partigiani, viene raggiunto e ucciso da militi della compagnia OP 612 di Bergamo."
atlante_stragi,fucilazione,"Sussia, 12.11.1944",1944-11-12,12 novembre 1944,Sussia,45.8416447,9.6667389,Bergamo,Lombardia,Italia,fascisti,rastrellamento,2,"In seguito a un ampio rastrellamento condotto 12 novembre 1944 da militi della OP 612 nella bassa val Brembana e valli limitrofe su indicazioni di un ex partigiano catturato dai fascisti, un distaccamento delle FFVV di stanza a San Pellegrino abbandona la base nella cascina Como per trasferirsi a Somadello. È intercettato durante la marcia di trasferimento insieme a sette compagni e, riconosciuto come disertore, Gambirasio viene ucciso dopo bestiali percosse da militi della compagnia OP 612 della GNR ."
atlante_stragi,fucilazione,TALEGGIO 19.10.1944,1944-10-19,19 ottobre 1944,Taleggio,45.8856812,9.5646125,Bergamo,Lombardia,Italia,fascisti,rastrellamento,2,Catturato nel corso di un rastrellamento e fucilato perché riconosciuto come disertore dell’Arma dei carabinieri.
cdec,vittima della Shoah,"Nacamulli, Vittorio",1944-05-30,30 maggio 1944,Torre Boldone,45.5,12,Bergamo,Lombardia,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz
cdec,vittima della Shoah,"Nacamulli, Guido",1944-05-30,30 maggio 1944,Torre Boldone,45.71725,9.70792,Bergamo,Lombardia,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz
atlante_stragi,fucilazione,"Valtaleggio, Taleggio, 11.04.1944",1944-04-11,11 aprile 1944,Valtaleggio,45.8856812,9.5646125,Bergamo,Lombardia,Italia,fascisti,rastrellamento,3,"Ancora nell’aprile del 1945 in Valtaleggio la 612ª compagnia OP della GNR di Bergamo da la caccia ai renitenti. Virgilio Arnoldi era stato catturato dai tedeschi a Bolzano dopo l’8 settembre 1943 e deportato in Germania, dove aveva aderito alla RSI arruolandosi nella divisione Monterosa. Rientrata l’unità in Italia nell’estate del 1944, aveva disertato approfittando di una licenza. Giulio Bellaviti, invece, non si era presentato alla chiamata dei bandi di leva e aveva cercato rifugio in montagna. Catturati durante il rastrellamento dell’11 aprile 1944 vengono entrambi fucilati."
atlante_stragi,fucilazione,"Valtaleggio, Taleggio, 12.10.1944",1944-10-12,12 ottobre 1944,Valtaleggio,45.8856812,9.5646125,Bergamo,Lombardia,Italia,fascisti,rastrellamento,4,"L’episodio è da inquadrarsi nel lungo rastrellamento dell’ottobre del 1944 che porterà alla dissoluzione della 86a brg. Garibaldi G. Issel in val Taleggio. Gusmaroli, partigiano catturato da militi della OP 612 a Roncobello, viene assassinato presso Sottochiesa, durante il ritorno del reparto in Valle Taleggio.  Lucini e Sorio sono fucilati perché riconosciuti come disertori della GNR sono passati con i partigiani dopo l’assalto alla caserma di Piazzo in Valsassina."
atlante_stragi,fucilazione,"Valtaleggio, Taleggio, 27.06.1944",1944-06-27,27 giugno 1944,Valtaleggio,45.8856812,9.5646125,Bergamo,Lombardia,Italia,fascisti,rastrellamento,7,"Il 27 giugno 1944 in val Taleggio viene attuato un pesante rastrellamento condotto da unità fasciste e tedesche contro le bande che, formate da renitenti locali con l’apporto consistente di giovani provenienti dal Milanese e dalla vicina Lecco, si stanno formando nelle valli in seguito ai richiami alle armi della RSI. Forzato il blocco in località Buco dove vengono catturati e fucilati Guerino Locatelli ed Eugenio Manzoni, i rastrellatori dilagano nella piccola valle ove uccidono un civile che, sordo, non si è fermato all’ alt, e poi, la sera, mentre scendono verso San Giovanni Bianco, fanno scendere dal camion su cui erano stati caricati Paparella, Di Candia e Fumagalli e li uccidono a colpi di pistola."
atlante_stragi,uccisione con armi da fuoco,"VENEZIA, 26.11.1944",1944-11-26,26 novembre 1944,Venezia,45.4408474,12.3155151,Bergamo,Lombardia,Italia,fascisti,punitivo,2,"Impegnato in una missione a Venezia Amerigo Perini, partigiano operante nel trevigiano, venne individuato e catturato mentre era al Teatro La Fenice; nel corso del trasferimento alla caserma della Gnr Perini si rifiutò di proseguire e, mentre gli agenti si accinsero ad applicargli le manette, si diede alla fuga, raggiunto dagli agenti pur alzando le mani Antonio Del Guercio esplose una serie di colpi di pistola che lo uccisero all’istante. Ad Amerigo Perini fu dedicata una brigata partigiana operante nel trevigiano."
cdec,vittima della Shoah,"Nathan, Assalonne",1943-12-12,12 dicembre 1943,Bedizzole,45.51038,10.42327,Brescia,Lombardia,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz
cdec,vittima della Shoah,"Nathan, Raoul Elia",1943-12-12,12 dicembre 1943,Bedizzole,45.51038,10.42327,Brescia,Lombardia,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz
cdec,vittima della Shoah,"Dalla Volta, Alberto",1943-12-03,3 dicembre 1943,Brescia,45.53558,10.21472,Brescia,Lombardia,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz
cdec,vittima della Shoah,"Dalla Volta, Guido",1943-12-03,3 dicembre 1943,Brescia,45.53558,10.21472,Brescia,Lombardia,Italia,fascisti,Morto/a in campo di sterminio,1,Auschwitz
atlante_stragi,fucilazione,"CASCINA CAMPELLI, PIAN D’ARTOGNE, ARTOGNE, 24.06.1944",1944-06-24,24 giugno 1944,"Cascina Campelli, Pian d'Artogne",45.851892,10.1660982,Brescia,Lombardia,Italia,fascisti,rastrellamento,2,"Catturato dalle brigate nere a Pian d’Artogne (Bs) – località cascina Campelli – nel corso di un rastrellamento, fu barbaramente seviziato e fucilato il 24.06.1944."
atlante_stragi,fucilazione,CASERMA OTTAVIANI BRESCIA 27.01.1944,1944-01-27,27 gennaio 1944,"Caserma Ottaviani, Brescia",45.5438839,10.2119955,Brescia,Lombardia,Italia,fascisti,punitivo,2,"Il 27 gennaio 1944 a Brescia, il comunista Francesco Cinelli, catturato da polizia tedesca che lo consegna ai fascisti: fucilato dai fascisti nella caserma Ottaviani,  "
last_letters,partigiano,"Cappellini, Giacomo",1945-03-24,24 marzo 1945,Castello di Brescia,45.542707,10.225174,Brescia,Lombardia,Italia,fascisti,fucilazione,1,"Catturato il 21 gennaio 1945 in località Villa di Lozio, durante un rastrellamento di militari della Rsi, viene imprigionato nel Castello di Brescia, fino alla condanna a morte da parte del Tribunale militare regionale di guerra di Brescia, che arriva il 22 marzo dello stesso anno, con l’accusa di appartenenza a banda armata ed attentato contro truppe della Rsi e tedesche."
last_letters,partigiano,"Cappellini, Giacomo",1945-03-24,24 marzo 1945,Castello di Brescia,45.542707,10.225174,Brescia,Lombardia,Italia,fascisti,fucilazione,1,"Catturato il 21 gennaio 1945 in località Villa di Lozio, durante un rastrellamento di militari della Rsi, viene imprigionato nel Castello di Brescia, fino alla condanna a morte da parte del Tribunale militare regionale di guerra di Brescia, che arriva il 22 marzo dello stesso anno, con l’accusa di appartenenza a banda armata ed attentato contro truppe della Rsi e tedesche."
last_letters,partigiano,"Cappellini, Giacomo",1945-03-24,24 marzo 1945,Castello di Brescia,45.542707,10.225174,Brescia,Lombardia,Italia,fascisti,fucilazione,1,"Catturato il 21 gennaio 1945 in località Villa di Lozio, durante un rastrellamento di militari della Rsi, viene imprigionato nel Castello di Brescia, fino alla condanna a morte da parte del Tribunale militare regionale di guerra di Brescia, che arriva il 22 marzo dello stesso anno, con l’accusa di appartenenza a banda armata ed attentato contro truppe della Rsi e tedesche."
last_letters,partigiano,"Cappellini, Giacomo",1945-03-24,24 marzo 1945,Castello di Brescia,45.542707,10.225174,Brescia,Lombardia,Italia,fascisti,fucilazione,1,"Catturato il 21 gennaio 1945 in località Villa di Lozio, durante un rastrellamento di militari della Rsi, viene imprigionato nel Castello di Brescia, fino alla condanna a morte da parte del Tribunale militare regionale di guerra di Brescia, che arriva il 22 marzo dello stesso anno, con l’accusa di appartenenza a banda armata ed attentato contro truppe della Rsi e tedesche."
last_letters,partigiano,"Cappellini, Giacomo",1945-03-24,24 marzo 1945,Castello di Brescia,45.542707,10.225174,Brescia,Lombardia,Italia,fascisti,fucilazione,1,"Catturato il 21 gennaio 1945 in località Villa di Lozio, durante un rastrellamento di militari della Rsi, viene imprigionato nel Castello di Brescia, fino alla condanna a morte da parte del Tribunale militare regionale di guerra di Brescia, che arriva il 22 marzo dello stesso anno, con l’accusa di appartenenza a banda armata ed attentato contro truppe della Rsi e tedesche."
atlante_stragi,uccisione con armi da fuoco,"CERVIERA, DARFO, 27.05.1944",1944-05-27,27 maggio 1944,Cerviera,45.8815885,10.1877542,Brescia,Lombardia,Italia,fascisti,punitivo,2,"Catturato mentre tentava di portare informazioni al distaccamento delle Fiamme verdi. Liberatosi tentava di fuggire, ma veniva ucciso da una raffica di mitra."
atlante_stragi,nn,"CEVO, 03.07.1944",1944-07-03,3 luglio 1944,Cevo,46.0799642,10.3696679,Brescia,Lombardia,Italia,fascisti,rastrellamento,3,"Il 3 luglio 1944 militi fascisti repubblicani operarono un'azione di distruzione del paese di Cevo perché la popolazione era solidale con i partigiani. Gli abitanti vennero fatti uscire dalle loro abitazione che vennero saccheggiate e date alle fiamme. Durante l'operazione venivano anche uccisi Francesco Biondi e il marito di Vittoria Sola, anc'essa maltrattata."
atlante_stragi,nn,"CIMITERO, BIENNO, 09.06.1944",1944-06-09,9 giugno 1944,Cimitero di Bienno,45.9355685,10.2955896,Brescia,Lombardia,Italia,fascisti,nn,2,nn
