origine_dati,tipo,nome,data,data_intera,luogo,lat,lng,citta,regione,nazione,autori_evento,morte,vittime,descrizione
atlante_stragi,fucilazione,LE CESE TODI 14.03.1944,1944-03-14,14 marzo 1944,Le Cese,42.741785,12.4431358,Perugia,Umbria,Italia,nazifascisti,rastrellamento,5,"Durante un'operazione di rastrellamento in voc. Le Cese, nelle campagne tuderti, condotta da un reparto della compagnia mista Alpini-Bersaglieri del 52° Comando militare provinciale di Perugia con la partecipazione di un reparto della Gnr e truppe tedesche, quattro ignoti vengono catturati e immediatamente passati per le armi, perché riconosciuti disertori."
atlante_stragi,uccisione con armi da fuoco,MUCCIAFORA POGGIODOMO 30.11.1943,1943-11-30,30 novembre 1943,Mucciafora,42.7462553,12.9210691,Perugia,Umbria,Italia,nazifascisti,rastrellamento,8,"Dai primi del mese di novembre si trovano a Mucciafora una cinquantina di partigiani, in massima parte jugoslavi, guidati dal montenegrino Svetozar Lavovi? “Toso” futuro comandante della brigata “Gramsci”. Sono reduci dalla fuga in massa dalla Rocca di Spoleto, dove erano detenuti come internati civili, effettuata la sera del 13 ottobre. Nelle prime settimane erano stati aggregati alla banda di Ernesto Mesi a Gavelli (Sant'Anatolia di Narco). Con loro a Mucciafora si trova anche un gruppo, numericamente inferiore, di partigiani italiani, in gran parte del posto, guidato da Antonio Bonanni “Luigino”, nativo della vicina Vallo di Nera; anche questo gruppo sarebbe a breve divenuto un battaglione della “Gramsci”. Entrambi sono molto attivi (attacchi a sedi municipali e depositi/ammassi, intercettazione di pattuglie della Wehrmacht con uccisione di soldati) e collaborano pienamente già da qualche settimana.Nelle prime ore del 30 novembre 1943, giornata di forti nevicate, una consistente formazione della Wehrmacht – secondo diverse fonti con il concorso di forze armate della RSI – si avvicina alla sperduta località di Mucciafora, posta a 1.000 metri di quota. Valutata l'impossibilità di sostenere lo scontro i partigiani decidono di provare a sganciarsi prima che l'accerchiamento sia completo, imboccando un vallone sottostante al paese e coprendo l'operazione con alcune mitragliatrici poste in punti strategici.Messi in fuga i partigiani, con perdite da ambo le parti, i militari tedeschi si rivolgono con particolare violenza contro i civili, considerati responsabili della presenza dei “ribelli” e loro stretti collaboratori. Cinque delle sei vittime sono capifamiglia, uccisi (anche in maniera macabra) sull'uscio di casa, prima di distruggere ognuna di queste abitazioni."
atlante_stragi,fucilazione,NOCERA UMBRA 07.04.1944,1944-04-07,7 aprile 1944,Nocera Umbra,43.1134952,12.7875614,Perugia,Umbria,Italia,nazifascisti,nn,3,Ignote le circostanze della cattura. Si sa soltanto che vengono fucilati «dai nazi-fascisti» a Nocera Umbra il 7 aprile 1944.
atlante_stragi,fucilazione,POLIGONO DI TIRO PERUGIA 06-08.03.1944,1944-03-06,6 marzo 1944,Perugia,43.1107168,12.3908279,Perugia,Umbria,Italia,nazifascisti,rastrellamento,9,"Sull'ampia zona collinare posta al centro dell'Umbria, fra i Comuni di Bettona, Bevagna, Cannara, Collazzone, Deruta e Gualdo Cattaneo insistono sin dai mesi autunnali due formazioni partigiane, la “Francesco Innamorati” e la “Leoni”. La prima, che in realtà si assesta in quest'area con un po' di ritardo rispetto all'altra, emana essenzialmente da di Perugia, almeno nel suo nucleo originario, in particolare per iniziativa dell'elemento comunista dell'antifascismo cittadino. La seconda, talvolta (non senza una certa forzatura) avvicinata al Partito d'Azione, ha una genesi più eterogenea. Fra i suoi promotori, sostenitori e finanziatori c'è Alberto Del Buontromboni (nato a Terni il 12 dicembre 1896), possidente antifascista con tenute sull'area pianeggiante del Comune di Deruta. Il suo giovanissimo figlio Augusto ne diventa uno dei principali responsabili militari. La brigata prende posto sulle colline sopra la frazione derutese di Castelleone (da lì il nome “Leoni”), accogliendo decine di contadini della zona, dove l'antifascismo era sensibilmente radicato, e un certo numero di militari sbandati dopo l'Armistizio, oltre a renitenti e disertori della zona. È soprattutto nei mesi invernali che le due brigate iniziano a compiere una serie di azioni importanti, che mettono in allarme non solo i tedeschi ma soprattutto i nuclei e presidi fascisti della zona. Tra la fine di febbraio e i primissimi giorni di marzo si assiste all'exploit più significativo, con diversi attacchi a presidi e distaccamenti (non sempre andati a buon fine) e i più importanti prelevamenti dai magazzini, anche in pianura; c'è infine un attacco ad una piccola autocolonna tedesca nella zona di Pomonte (Gualdo Cattaneo), al cui esito non del tutto positivo molte testimonianze attribuiscono immediate ricadute sullo scatenamento del rastrellamento.All'alba del 6 marzo 1944 le sentinelle poste ai margini della vasta zona operativa iniziano ad avvistare consistenti movimenti di truppe, in avvicinamento concentrico verso l'area dove si trovano i comandi. Quando verso le 8.30 comincia il cannoneggiamento i responsabili, pur consapevoli dell'insostenibile squilibrio di forze e armamento, decidono di affrontare laddove più opportuno lo scontro, per provare a consentire lo sganciamento del grosso degli effettivi. L'urto viene retto fino a dopo le 15, allorché cede anche il gruppo guidato da Mario Grecchi (cfr. scheda apposita per maggiori dettagli). Almeno quattro sono i partigiani caduti nello scontro, una ventina almeno quelli catturati il 6 marzo e anche nei giorni immediatamente successivi, dopo che sono stati scovati nei nascondigli o si sono consegnati per evitare ulteriori e peggiori rappresaglie verso le famiglie. Otto di questi vengono fucilati alle ore 12 dell'8 marzo 1944 al Poligono di Tiro di Perugia in borgo XX giugno, mentre Mario Grecchi è tenuto in vita fino al 17.Da un procedimento a suo carico, risulta che per espressa volontà di Galliano Santucci, segretario politico del Fascio di Deruta nonché commissario prefettizio del medesimo Comune, sono stati lasciati insepolti per una settimana i cadaveri di due patrioti caduti durante il rastrellamento del 6 marzo (non vengono però fatti i nomi), che poterono poi essere composti nella bara solo usando il denaro trovatogli addosso; altro elemento di brutalità risiede nel fatto, come documentano i registri cimiteriali di Perugia, che gli otto fucilati l'8 marzo sono trasportati al cimitero «senza cassa».Da quel momento in poi la “Leoni” cessa di esistere come tale, sebbene alcuni suoi effettivi continuino a combattere in altre formazioni. Il discorso è diverso per la “Innamorati”, che, appostata in posizione più protetta rispetto alla direzione d'arrivo del grosso delle truppe, riesce in gran parte a sganciarsi. Nonostante la fisiologica emorragia di effettivi che segue tali operazioni, un numero consistente mantiene i contatti e circa un mese dopo rientra in azione, sebbene in un'area diversa dell'Umbria (ad ovest di Perugia in direzione del lago Trasimeno).L'area obiettivo del rastrellamento prosegue fino all'inizio del mese di giugno ad essere oggetto di particolare attenzione da parte delle autorità fasciste provinciali (Rocchi destina a questi compiti anche un numero consistente di militi forestali), che esercitano continue minacce e ritorsioni sulla popolazione, eseguendo anche decine di arresti con conseguenti – più o meno lunghe – detenzioni in carcere."
atlante_stragi,fucilazione,POLIGONO DI TIRO PERUGIA 06-17.03.1944,1944-03-06,6 marzo 1944,Perugia,43.1107168,12.3908279,Perugia,Umbria,Italia,nazifascisti,punitivo,2,"Nato a Milano, raggiunge Perugia nei primissimi anni di vita, per ragioni professionali del padre. Nella città natale vi torna però, adolescente, per frequentare la Scuola militare, preludio al passaggio in Accademia. Concluso il ciclo di studi, a fine 1943, i superiori sono talmente entusiasti di lui e delle sue capacità da caldeggiarne la permanenza promuovendolo ad istruttore, ma lui decide di tornare a Perugia, sentendo la necessità di giocare un ruolo attivo nella Resistenza (le sue posizioni sono vicine al Partito d'Azione). Presi i necessari contatti in città, dove inizialmente svolge alcuni compiti, ad inizio febbraio 1944 lascia casa per raggiungere la brigata “Leoni” sopra Castelleone di Deruta. Lo spostamento, grazie alla complicità di due noti antifascisti perugini, avviene per la prima parte sull'auto rubata per l'occasione in una piazza del centro storico al gerarca Cavallotti Felicioni. Nonostante la giovanissima età, visto il carattere e le capacità militari già acquisite riceve subito incarichi di notevole responsabilità, in un momento in cui la “Leoni”, insieme alla “Francesco Innamorati” con cui condivide la zona operativa, ha iniziato a compiere azioni rilevanti con cadenza pressoché quotidiana; diverse di queste sono guidate appunto da Grecchi.Quando la mattina del 6 marzo si distribuiscono rapidamente i compiti per cercare di fronteggiare la massa di soldati tedeschi in arrivo, si offre di prendere il comando della squadra che avrebbe dovuto tamponare l'urto più consistente, cercando così di favorire lo sganciamento dei partigiani dal rastrellamento. Vede morire due suoi compagni, i sardi Paolo Appeddu e Antonio Tocco, ma solo dopo le 15 cede, più volte colpito e gravemente ferito. A terra, riesce comunque ad estrarre la pistola ed uccidere l'ufficiale che cerca di bloccarlo. A quel punto la rabbia dei tedeschi si scatena in maniera sconsiderata e le percosse sarebbero proseguite anche nei giorni successivi, perché a differenza degli altri otto compagni, fucilati al Poligono di Tiro di Perugia l'8 marzo, lui è tenuto in vita. Sono consapevoli di avere in mano uno degli individui più importanti di questa formazione e cercano di estorcergli con la violenza e la tortura quante più informazioni possibile. La notte prima della fucilazione viene ricoverato al Policlinico e sottoposto a diverse trasfusioni di sangue, perché i tedeschi vogliono assolutamente che muoia solo con le loro fucilate. La mattina successiva è trasportato di peso al Poligono, sorretto da due militari perché non è in grado di reggersi. Al sacerdote che gli presta i conforti religiosi, don Arsenio Ambrogi, manifesta un'assoluta tranquillità e riesce anche a dare un foglietto con poche righe per la famiglia, uno dei rari casi di scritture di condannati a morte della Resistenza umbra pervenuteci («Mamma, papà, fratelli. Vi lascio terribilmente addolorato per non avervi potuto rivedere. Perdonatemi per avervi procurato qualche dispiacere. Vi ho sempre voluto tanto bene. Perdonate quest'ultimo male e inviatemi la vostra Santa Benedizione. Muoio con la sicurezza di non aver fatto mai male a nessuno. Pregate per me. Per sempre vostro. Mario»). Il foglietto, tramite il sacerdote, viene fatto recapitare alla sorella, insegnante ad Assisi.La serenità si rompe con un impeto di rabbia soltanto negli ultimi attimi di vita, perché mentre è portato al palo per la fucilazione incrocia lo sguardo del compagno coetaneo Augusto Del Buontromboni, cui l'esecuzione è stata appena revocata ma è costretto ad assistere a quella dell'amico dopo essersi offerto di sostituirlo, essendo formalmente lui il responsabile militare della formazione: «Augusto, sono contento di morire per la Patria, non dimenticare, vendicami, avevamo poche armi, potevamo uccidere ancora».La fucilazione avviene alle 12.15."
last_letters,partigiano,"Grecchi, Mario",1944-03-17,17 marzo 1944,Poligono di tiro di Perugia,43.107619,12.393944,Perugia,Umbria,Italia,nazifascisti,fucilazione,1,"Il 6 marzo 1944 il comando della Brigata Leoni, dislocato a Ripabianca (fraz. di Deruta, Perugia), viene circondanto dalle forze nazifasciste in azione di rastrellamento. Gravemente ferito e catturato, Mario Grecchi viene ricoverato sotto stretta sorveglianza all’ospedale di Città di Castello (PG). Il 16 marzo 1944 viene processato e condannato a morte dal tribunale di guerra tedesco. La sentenza Verrà eseguita il mattino seguente, al poligono di tiro di Perugia."
atlante_stragi,fucilazione,"VILLA SANTINELLI, SAN PIETRO A MONTE, CITTÀ DI CASTELLO, 27.03.1944",1944-03-25,25 marzo 1944,San Pietro a Monte,43.3313969,12.1804679,Perugia,Umbria,Italia,nazifascisti,rastrellamento,10,"Il 19 marzo 1944 ha luogo a Sansepolcro (Arezzo) un'insurrezione, portata dai partigiani guidati da Eduino Francini con il sostegno della popolazione, che dà luogo alla temporanea liberazione della città. A seguito di questo evento e della prevedibile massiccia rappresaglia, la squadra – rientrata sull'Alpe della Luna – ha l'ordine di portarsi sulle alture di Santa Fiora (Sansepolcro), ma giunti in prossimità proprio di Sansepolcro vengono avvertiti che reparti della GNR vi stanno compiendo scorribande e, non potendo più allertare il resto dei compagni, questi diciassette uomini decidono di intervenire autonomamente. Nella notte fra il 23 e il 24 marzo entrano in città e mettono fuori uso la centralina telefonica, non riuscendo però a disarmare la caserma; confidando nell'arrivo di rinforzi dall'Alpe della Luna, proseguono così verso il punto di raccolta convenuto. Dopo un giorno intero di cammino, portando con sé un ferito dal precedente scontro, curato da un medico di fiducia in un casolare della zona, giungono a San Pietro a Monte (Città di Castello) e decidono di fermarsi nella villa Santinelli. Appena arrivati fanno allontanare per precauzione donne e bambini, ma sono gli stessi proprietari a sconsigliarli a rimanere ritenendo con certezza che qualcuno nei dintorni abbia già avvisato i militi della loro presenza. È a questo punto che, probabilmente, i partigiani compiono l'errore fatale di protrarre la sosta ben oltre il tempo necessario per riposare e rifocillarsi con quel poco che la villa può ancora offrire.Dalle prime ore del 25 marzo un nutrito reparto della GNR si avvicina ed inizia a fare fuoco sull'edificio, ritenendo di poter risolvere la questione in breve. Ma i partigiani resistono, così il comandante avverte il capo della provincia di Perugia Armando Rocchi che accorre di persona. Durante la giornata del 26 il fuoco di armi automatiche e mortai si intensifica, ma i partigiani non cedono, mentre stanno finendo le munizioni e il cerchio intorno a loro è sempre più stretto. Scesa la notte la condizione si fa insostenibile e cercano con qualche stratagemma di provare la fuga; sono però infruttuosi sia i tentativi di calare sacchi di farina per vedere se attraggono l'attenzione (e in caso contrario permettano agli uomini di seguire la stessa via), sia il lancio di razzi luminosi per far credere di essere in attesa di rinforzi. Lo scontro va avanti fino al pomeriggio del 27, quando i partigiani sentono il sinistro rumore di due mezzi pesanti tedeschi, chiamati da Rocchi per risolvere uno scontro che già gli è costato qualche perdita. Mentre i cingolati si avvicinano seguiti dagli uomini, i partigiani comprendono che la fine è ormai prossima e, pur continuando a rifiutare le offerte di resa, si dichiarano reciprocamente le generalità fino allora celate da un numero, in modo che eventuali superstiti possano avvisare le famiglie dei Caduti. Alla cattura segue la violenza sui dieci-undici partigiani rimasti, mentre gli altri sono riusciti a mettersi in salvo fuggendo o nascondendosi in qualche anfratto della villa. Finite le sevizie e dopo un sommario interrogatorio, dieci vengono messi al muro, ma proprio in quel momento Rocchi toglie dal gruppo Sergio Lazzerini, che poco prima ha tentato un gesto di ribellione e, proprio in virtù di questo, viene scambiato per il capo del nucleo quindi elemento da tenere in vita perché prezioso per avere informazioni. È tuttavia costretto a vedere da pochi metri di distanza i suoi compagni cadere sotto la raffica che ne spezza anche il canto (“Bandiera rossa” secondo la testimonianza di Lazzerini) intonato spontaneamente."
cdec,vittima della Shoah,"Guetta, Alberto",1944-03-27,27 marzo 1944,Scheggia,43.40364,12.66584,Perugia,Umbria,Italia,nazifascisti,Morto/a in campo di sterminio,1,nn
cdec,vittima della Shoah,"Guetta, Pier Luigi",1944-03-27,27 marzo 1944,Scheggia,43.40364,12.66584,Perugia,Umbria,Italia,nazifascisti,Morto/a in campo di sterminio,1,nn
cdec,vittima della Shoah,"Viterbo, Piero",1944-03-27,27 marzo 1944,Scheggia,43.40364,12.66584,Perugia,Umbria,Italia,nazifascisti,Morto/a in campo di sterminio,1,nn
atlante_stragi,uccisione con armi da fuoco,SCHEGGIA E PASCELUPO 27.03.1944,1944-03-27,27 marzo 1944,Scheggia e Pascelupo,43.4030599,12.666326,Perugia,Umbria,Italia,nazifascisti,rastrellamento,10,"Le vittime furono uccise da militari tedeschi durante la grande azione di rastrellamento condotta nella zona ad est e a nord di Gubbio dal Reparto esplorativo corazzato 103 (facente parte della 3. Divisione granatieri corazzati) e dal Battaglione pionieri paracadutato 4 (facente parte della 4. Divisione paracadutisti). Fin dai primi di marzo del 1944 la GNR segnalava requisizioni da parte di ribelli presso negozi e abitazioni o proprietà di possidenti in molte parti del vasto territorio di Gubbio e dei Comuni situati lungo la strada statale Flaminia (Cantiano, Scheggia, Costacciaro, Sigillo, Fossato di Vico). Sempre a marzo si moltiplicarono anche gli attacchi alle caserme della GNR situate in questi territori. Rapporti del Comando della 102. Legione GNR di Perugia  al Capo della Provincia segnalavano che «molti ribelli si annidano pure nelle montagne di Gubbio e di Nocera Umbra. L’attività dei predetti si svolge mediante omicidi, furti e rapine». È in questo scenario che maturarono gli eventi e si ebbe il 25 marzo il grosso scontro a Serramaggio, nei pressi di Cantiano, tra i partigiani della 5. Brigata Garibaldi “Pesaro”, aiutati dai partigiani della Brigata “San Faustino”, e i militari tedeschi; e poi il 27 marzo il grande rastrellamento in oggetto. In questo rastrellamento i reparti corazzati tedeschi erano coadiuvati, con una funzione marginale, dalle milizie repubblicane. L’obiettivo specifico era quello di colpire i partigiani e quanti li aiutavano. Stando alla carte tedesche, tutta l’operazione del rastrellamento del 27 marzo avrebbe prodotto l’uccisione di 57 partigiani, la cattura di 64 persone e la distruzione di 3 case fatte saltare (cifre analoghe conteneva anche il Promemoria per il Capo della Provincia, dove si evidenziava un «gran numero di nascondigli distrutti, notevoli quantità di fucili, pistole, munizioni ed esplosivi catturati»). Mentre a sera le persone catturate furono in gran parte rilasciate, il numero indicato delle persone uccise non corrisponde alla realtà; inoltre non furono presi né uccisi partigiani. Nella zona dove si svolse il rastrellamento la presenza partigiana era irrilevante. I militi tedeschi spararono sulle persone che non si fermavano all’alto là o che, in quei momenti di paura e di armi che sparavano, cercavano di nascondersi. I tedeschi non facevano accertamenti, ma sospettavano la presenza di partigiani dappertutto. Pertanto semplici e normali cittadini furono considerati ribelli. Colpisce l’efferatezza con cui le truppe germaniche si accanirono su questa povera gente, incutendo panico e terrore, dopo aver asportato spesso dalle case animali, grassi, salumerie, formaggi, uova ecc. Per quanto riguarda i morti uccisi nelle campagne di Scheggia durante il rastrellamento in questione, si rileva che nella mattina del 27 marzo, lungo la provinciale che dal cimitero di Scheggia si snoda verso Belvedere e Rancana, nel giro di un paio d’ore furono uccisi nove civili. Nelle prime ore, intorno alle 6,30, pattuglie tedesche, sparse nelle campagne intorno a Scheggia, lungo la strada che dal Cimitero conduce a Rancana uccidevano, in località Serra, il giovane Benedetto Bugliosi, un minorato psichico che non si fermò all’ordine di fermarsi (che forse egli non capì), anzi si mise a correre alla vista dei militari e così venne falciato con raffiche di mitra.Proseguendo per tale strada queste pattuglie arrivarono alla casa colonica di Enrico Rosi (detto “Rigo de Balucchino”) in località Poggio Molino. La figlia di Rosi ha raccontato che quella mattina il padre si era da poco alzato e stava aspettando il prete per la benedizione pasquale. Uscendo di casa si accorse che militari tedeschi stavano dirigendosi verso il suo casolare. Avvertita la famiglia, egli si andò a nascondere in una capannella, poco distante da casa, insieme al nipote Nazzareno Lupini. I militari tedeschi giunsero all’abitazione, la misero a soqquadro cercando materiale compromettente e chiesero alla moglie dove fosse il marito. Si misero anche a sparare raffiche di mitra o altro. Rosi e Lupini, nascosti e preoccupati per la famiglia, cercarono di vedere e capire cosa stesse succedendo: in qualche modo si affacciarono e così furono visti dai militari tedeschi, i quali immediatamente spararono loro, colpendoli. Rosi, gravemente ferito, si rese conto che stava morendo: allora volle vedere i suoi cinque figli e la moglie, cui fece delle raccomandazioni. Lupini fu colpito alla testa e morì subito.Poco dopo, componenti delle stesse pattuglie, giunsero in vocabolo Bellavista, al casolare dove risiedevano i Fiorucci (detti “del Picchio”), dove quattro maschi della famiglia Fiorucci, (i fratelli Giulio e Romano e i figli di quest’ultimo, Ubaldo e Ugo), vennero fucilati perché nella loro casa furono trovati quattro pezzetti di gelatina, un paio di metri di miccia e circa mezzo chilo di polvere esplosiva, che utilizzavano per frantumare i ceppi delle piante in modo da usarla come legna da ardere. La vedova di Giulio Fiorucci, in una deposizione presso i Carabinieri di Scheggia in data 18 settembre 1944, ha ricordato che quella mattina i Fiorucci, quando arrivarono i militari tedeschi, erano nella stalla in procinto di recarsi a Scheggia con un carro agricolo per prelevare del concime. Circondata la case, mentre gli uomini dei Fiorucci erano tenuti sotto controllo da militi della GNR, i militari tedeschi coadiuvati  dai militi della GNR entrarono in casa e frugarono dappertutto, rinvenendo l’esplosivo sopra indicato. Poiché il militare tedesco non riusciva a capire di che cosa si trattasse, un  milite della GNR gli spiegò un po’ a parole e un po’ con i gesti quale fosse l’utilizzo dell’esplosivo. Allora la perquisizione continuò in maniera minuziosa ma non fu trovato altro. Sequestrato l’esplosivo, i militari si appropriarono di due filoni di pane (3 kg circa), di lardo (2 kg) e di formaggio (2 kg) nonché di una somma di denaro (300 lire), poi seduti sull’aia fecero colazione. Ultimata questa, i militari ripartirono conducendo con loro i quattro Fiorucci. Fatti circa 500-600 metri, lungo il sentiero all’interno del bosco, si sentì una scarica di armi e dalla casa si intuì quel che era accaduto. I corpi furono rinvenuti riversi a terra uno accanto all’altro.Ancora i militari tedeschi di tali pattuglie, proseguita la strada, superata la collina ed anche divisi in gruppi, arrivarono nella zona di Troppola (al confine tra i comuni di Gubbio e Scheggia), parrocchia di S. Angelo dopo Serra, al Vocabolo Casavecchia, dove uccisero Salvatore Pascolini (detto “Tore de Lumachella”) e sua figlia Fernanda, i quali con la somara stavano portando un sacco di semino presso un altro contadino loro confinante, il colono Enrico Sborzacchi, il quale avrebbe portato a Scheggia tale semina per la vagliatura. Il fratello di Salvatore Pascolini, Luigi (di anni 53), in una deposizione presso i Carabinieri di Gubbio in data 25 settembre 1944, ha descritto come si svolsero i fatti. Il 27 marzo, intorno alle ore 8.30 i soldati tedeschi arrivarono divisi i due gruppi. Uno proveniente dal sud, formato da 13 uomini, si fermò presso l’aia della loro casa, mentre l’altro gruppo, formato da 9 uomini si fermò presso l’aia del colono Enrico Sborzacchi, distante circa 300 metri. Quando già il gruppo di militari tedeschi si trovava nell’aia dell’abitazione di Salvatore Pascolini, questi partì da casa con la somara, sulla quale era caricato un sacco di semini, per recarsi presso l’abitazione di Enrico Sborzacchi, il quale con il proprio biroccio sarebbe andato a Scheggia a vagliare il semino del Pascolini e il proprio. I militari presenti nell’aia di Pascolini non lo fermarono né lo perquisirono e lasciarono che egli partisse, avviandosi in direzione dell’abitazione dello Sborzacchi. Appena Pascolini aveva percorso circa 200 metri, il fratello Luigi vide un soldato tedesco distaccarsi dal gruppo che sostava nell’aia dello Sborzacchi e correre in direzione del proprio fratello; giunto a circa 15 metri dal fratello, il soldato tedesco gli si pose davanti con l’arma spianata e subito sparò colpi con il fucile mitragliatore in direzione della somara, che colpita stramazzò al suolo. Allora Luigi udì il fratello Salvatore protestare nei confronti del soldato tedesco per la somara ammazzata, ma lo stesso militare rivolse l’arma verso Salvatore e con una seconda scarica lo freddò. La figlia Fernanda, che doveva ricondurre a casa la somara una volta scaricato il sacco in casa dello Sborzacchi e che non camminava insieme al padre ma aveva preso una scorciatoia lì vicino, assistette a tutta la scena, per cui istintivamente andò a soccorrere il padre, ma non lo poté raggiungere, perché, quando fu a circa due metri dal cadavere del padre, fu raggiunta anche lei da una scarica di fucile sparata dallo stesso soldato tedesco, rimanendo uccisa. La deposizione di Luigi Pascolini aggiungeva altri particolari. Il gruppo di militari tedeschi penetrò intanto nella casa dei Pascolini, la perquisì, portando via un pezzo di lardo di circa 10 kg, 10 salametti, 6 cotechini e circa 5 kg di formaggio; poi ingiunse allo stesso Luigi, al fratello Giovanni (di anni 50), al nipote Daniele febbricitante (di anni 18) di seguirli con la minaccia delle armi. Dopo circa un chilometro questi tre Pascolini vennero rilasciati e poterono tornare alla loro casa. Su consiglio di un milite della GNR, che, secondo Luigi Pascolini, “faceva da guida ai tedeschi” e che aveva assistito al tutto, i Pascolini non si portarono subito sul luogo dove erano stati assassinati Salvatore e la figlia Fernanda, ma aspettarono che i militari tedeschi si fossero allontanati di molto dalla zona. Solo dopo circa un’ora s recarono sul luogo dove i due cadaveri, padre e figlia, crivellati di colpi, erano riversi a terra."
atlante_stragi,fucilazione,TODI 03-04.11.1943,1943-11-03,3 novembre 1943,Todi,42.7819352,12.4065686,Perugia,Umbria,Italia,nazifascisti,rastrellamento,2,NULL
atlante_stragi,uccisione con armi da fuoco,UNCINANO SPOLETO 10.11.1943,1943-11-10,10 novembre 1943,Uncinano,42.7728768,12.6618652,Perugia,Umbria,Italia,nazifascisti,rastrellamento,2,"Nel pomeriggio del 10 novembre 1943 Anderlini incontra in strada due giovani, uno dei quali in un italiano stentato dice di essere un ex prigioniero di guerra inglese, in cerca della strada per Firenze. Risponde che in una casa vicina c'è un suo commilitone nascosto ma, quando i due gli chiedono di indicargliela, alla sua reazione estraggono la pistola e lo colpiscono alla testa, poi si dileguano. Trasportato in ospedale, muore due giorni dopo."
atlante_stragi,fucilazione,CAMORENA ORVIETO 06-29.03.1944,1944-03-06,6 marzo 1944,Camorena,42.7185068,12.1107446,Terni,Umbria,Italia,nazifascisti,punitivo,8,"Nella primavera del 1944 in Umbria lo sviluppo dell’attività partigiana, del fenomeno della renitenza alla leva e delle diserzioni, spingono le autorità della RSI a una stretta repressiva. E’ in questo contesto, in cui si assiste tra l’altro, tra la fine di marzo e l’aprile, alla fucilazione di tre renitenti a Marsciano (Perugia) e di due a Montefalco (Perugia), che si inserisce quanto accade a Orvieto. Il 23 gennaio 1944 il locale commissariato di PS riceve una lettera anonima che segnalava la presenza nella zona di Sermugnano, nel Comune di Castiglione in Teverina, di una “banda” armata. Le indagini effettuate dal commissariato e dell’ufficio politico della GNR riesce a individuare un componente della banda, Giovanni Nannarelli, intenzionato ad abbandonare la banda. Quest’ultimo è arrestato e, sottoposto a minacce, indica il luogo dove si nascondono i compagni. Nella notte tra il 6 e 7 marzo 1944, un reparto del battaglione M di stanza a Orvieto fa irruzione in una grotta in località Sermugnano, nel Comune di Castiglione in Teverina, in un terreno di proprietà del possidente Federico Cialfi, qui sorprende sei componenti del gruppo, guidato dall’antifascista Orderice Stornelli, costituito da giovani, tutti renitenti alla leva o disertori delle forze della RSI. Nell’azione vengono anche catturati quattro prigionieri inglesi e cinque contadini che li ospitano. Il 7 marzo è arrestato il possidente Federico Cialfi e il figlio Vittorio. I sei componenti del gruppo, insieme a Federico Cialfi, dopo un periodo di reclusione in cui sono sottoposti a sevizie al fine di estorcere loro informazioni, il 29 marzo vengono processati da un Tribunale militare tedesco insediatosi a Orvieto. Il Tribunale, anche e soprattutto per effetto delle pressioni esercitate dai vertici politici e militari fascisti locali, intenzionati a “offrire un ammaestramento per tutti”, condanna gli imputati alla pena capitale “per partecipazione volontaria a bande di ribelli. Nel tardo pomeriggio dello stesso giorno i sette vengono trasportati in una cava di ghiaia in località Camorena e fucilati uno per volta da un plotone di esecuzione formato da militi della 4. compagnia del battaglione M."
atlante_stragi,uccisione con armi da fuoco,POLINO 24.01.1944,1944-01-24,24 gennaio 1944,Polino,42.5834384,12.8444176,Terni,Umbria,Italia,nazifascisti,rastrellamento,2,"Nell’inverno del 1944 Polino e il suo territorio si trovano nell’area di operazione della brigata garibaldina “Antonio Gramsci” di Terni. Il 23 gennaio, una squadra del battaglione “Spartaco Lavagnini” della “Gramsci” fucila sulla piazza del paese Carlo Orsini, già segretario del Pnf locale, aderente al PFR e seniore della GNR, e Francesco Conti, vicecaposquadra della GNR. In risposta a questa azione le autorità della RSI, con l’appoggio di forze tedesche, organizzano un rastrellamento che investe Polino il giorno successivo. All’alba del 24 gennaio soldati tedeschi, militi della GNR, componenti della federazione provinciale del PFR utilizzati come agenti ausiliari di PS, guidati dal segretario federale del PFR di Terni Alberto Coppo, dal capo della provincia Pietro Faustini e da un ufficiale tedesco, circondano il paese. Vengono perquisite diverse case, in una delle quali è scoperto il sergente statunitense Dale King, salvatosi dall’abbattimento del suo velivolo nei cieli del lago di Bolsena e nascosto nella casa dell’agricoltore Domenico Matteucci. Mentre tenta di fuggire l’aviatore è affrontato da due agenti della PS, Edoardo Lancia e Tito Roncaglia e, probabilmente da quest’ultimo, è ucciso a colpi di pistola. Nel contempo, si procede al fermo di molte persone, tra cui il prete del paese don Vincenzo Bigioni, che  sono arrestate e trasferite nelle carceri di Terni o in quelle di Perugia, dove subiscono maltrattamenti e violenze, rimanendo per alcuni mesi in attesa di giudizio e come potenziale riserva di ostaggi a cui attingere per eventuali rappresaglie."
